amfi_code,date,nav,daily_return_pct,cumulative_return_pct
100016,2022-03-28,537.8012,1.029795269531797,3.331739873588946
100016,2022-03-29,544.965,1.332053554361723,4.708173987358921
100016,2022-03-30,546.3002,0.2450065600543061,4.964715882541015
100016,2022-03-31,542.5392,-0.6884493177926609,4.242087012124651
100016,2022-04-01,531.285,-2.0743570234187825,2.079733958830343
100016,2022-04-04,534.7762,0.6571237659636742,2.750524150906286
100016,2022-04-05,531.2213,-0.6647453645094892,2.067494804603931
100016,2022-04-06,532.3217,0.2071453083676955,2.2789228314601173
100016,2022-04-07,526.7582,-1.0451386821164643,1.2099662452964788
100016,2022-04-08,525.7986,-0.1821708708094171,1.0255911684414976
100016,2022-04-11,526.2264,0.0813619511349061,1.1077875605617349
100016,2022-04-12,527.7466,0.2888870645790353,1.3998748801062444
100016,2022-04-13,522.8529,-0.9272821463937376,0.4596119438774249
100016,2022-04-14,528.6739,1.1133150452067977,1.5780439180049788
100016,2022-04-15,526.1696,-0.4736946537364672,1.0968741545953176
100016,2022-04-18,518.7241,-1.4150380409662433,-0.3336850729199869
100016,2022-04-19,518.493,-0.0445516219508501,-0.3780880327586389
100016,2022-04-20,518.9178,0.0819297463996671,-0.2964680529253916
100016,2022-04-21,519.9214,0.1934025003574646,-0.103638929195049
100016,2022-04-22,526.4763,1.260748259256128,1.1558027040653451
100016,2022-04-25,525.6507,-0.1568161757708797,0.997174042694482
100016,2022-04-26,525.3674,-0.0538951056281433,0.94274150906275
100016,2022-04-27,520.5493,-0.9170915439366768,0.0170041624652839
100016,2022-04-28,524.6005,0.7782548165947034,0.7953913147733749
100016,2022-04-29,525.7251,0.2143726511888655,1.0114690674110527
100016,2022-05-02,524.0515,-0.3183412775992544,0.6899078662600644
100016,2022-05-03,515.5881,-1.6149939462056673,-0.9362280502200891
100016,2022-05-04,522.4674,1.3342627574220556,0.3855429650033271
100016,2022-05-05,517.1078,-1.025824769162631,-0.6442367993900744
100016,2022-05-06,514.6837,-0.4687803974335658,-1.1099971409950338
100016,2022-05-09,516.5793,0.3683038728446108,-0.7457814306091715
100016,2022-05-10,511.4204,-0.9986656453326748,-1.736999213005086
100016,2022-05-11,504.9889,-1.2575759590348734,-2.9727310875285795
100016,2022-05-12,495.8735,-1.8050693787526884,-4.724140607707628
100016,2022-05-13,499.2941,0.6898130269111125,-4.066915318118092
100016,2022-05-16,497.1556,-0.4283046805479973,-4.477801210004662
100016,2022-05-17,510.4206,2.668178735188742,-1.9290982145052984
100016,2022-05-18,506.2251,-0.8219691760089631,-2.735210797816079
100016,2022-05-19,502.3871,-0.7581607470668716,-3.472634250264373
100016,2022-05-20,500.1462,-0.4460504658658548,-3.903195014879113
100016,2022-05-23,501.4785,0.2663821098710661,-3.647210318241057
100016,2022-05-24,499.6609,-0.3624482405526819,-3.996439309166022
100016,2022-05-25,502.6257,0.5933624183921404,-3.426790259708312
100016,2022-05-26,498.5637,-0.8081560493225948,-4.2072524962494695
100016,2022-05-27,492.78,-1.1600724240453109,-5.318517744275841
100016,2022-05-30,485.277,-1.522586143918181,-6.760124873957841
100016,2022-05-31,476.0989,-1.891311560201692,-8.5235814109343
100016,2022-06-01,474.1732,-0.4044747845458163,-8.893580457932648
100016,2022-06-02,473.1602,-0.213635017753011,-9.088215673495482
100016,2022-06-03,470.7754,-0.5040153419497262,-9.546425014141311
100016,2022-06-06,476.2119,1.1547969583797224,-8.501869881458878
100016,2022-06-07,481.6458,1.1410676633658134,-7.457814306091826
100016,2022-06-08,480.4735,-0.2433946273381781,-7.683057014092121
100016,2022-06-09,473.1759,-1.5188350658256855,-9.085199115860398
100016,2022-06-10,471.0598,-0.4472121255541528,-9.491781129337683
100016,2022-06-13,468.8163,-0.4762664952517648,-9.922841451267782
100016,2022-06-14,466.3477,-0.5265601899933969,-10.397151908462654
100016,2022-06-15,463.7261,-0.5621556619663792,-10.90085939229236
100016,2022-06-16,461.2993,-0.5233261617148433,-11.367138504955598
100016,2022-06-17,459.9666,-0.2889013705418608,-11.623200056565242
100016,2022-06-20,457.6317,-0.5076238144247847,-12.071821739504674
100016,2022-06-21,458.7099,0.2356043080057546,-11.864659163571966
100016,2022-06-22,460.4075,0.3700813956707849,-11.538486664125314
100016,2022-06-23,456.9604,-0.74870630908489,-12.200803595582988
100016,2022-06-24,462.3501,1.1794676300178386,-11.1652404945771
100016,2022-06-27,458.6076,-0.8094515389960977,-11.88431482255723
100016,2022-06-28,452.344,-1.3657863498119038,-13.087786822753989
100016,2022-06-29,454.0998,0.3881559167359327,-12.750431924940353
100016,2022-06-30,451.0707,-0.6670560083928745,-13.332435411081867
100016,2022-07-01,452.584,0.3354906448146622,-13.04167383979734
100016,2022-07-04,443.3196,-2.047001219663092,-14.821711836895302
100016,2022-07-05,449.0289,1.287851924435568,-13.72474161358549
100016,2022-07-06,451.9322,0.6465730824897875,-13.16690901601042
100016,2022-07-07,446.2213,-1.2636630007775596,-14.2641866592066
100016,2022-07-08,440.6669,-1.2447635287692438,-15.331394794766473
100016,2022-07-11,447.4448,1.538100547147958,-14.029106514842226
100016,2022-07-12,444.7739,-0.596922793604926,-14.542286373920945
100016,2022-07-13,441.7416,-0.6817621267794727,-15.124904699835218
100016,2022-07-14,433.2246,-1.9280502447584724,-16.761339182509026
100016,2022-07-15,432.1093,-0.257441521095525,-16.975630057057124
100016,2022-07-18,431.4649,-0.1491289356651215,-17.0994434162957
100016,2022-07-19,434.4201,0.6849224583506119,-16.531638886156262
100016,2022-07-20,429.3142,-1.1753369606977149,-17.5126733848159
100016,2022-07-21,423.8151,-1.2809033570285069,-18.569256320552864
100016,2022-07-22,425.7236,0.4503142997972498,-18.20256203733307
100016,2022-07-25,429.7419,0.9438753219224828,-17.430496206438594
100016,2022-07-26,424.047,-1.325190771483986,-18.52469965077099
100016,2022-07-27,428.3319,1.0104776121514725,-17.701409981308856
100016,2022-07-28,428.6948,0.0847240189208342,-17.631683308329848
100016,2022-07-29,433.0659,1.0196298158970052,-16.791831392489108
100016,2022-08-01,433.0211,-0.0103448458999011,-16.80043914930769
100016,2022-08-02,423.7137,-2.1494102712315777,-18.58873905585203
100016,2022-08-03,423.3646,-0.0823905387057344,-18.65581423231105
100016,2022-08-04,427.5619,0.991414964784476,-17.849355801628086
100016,2022-08-05,424.424,-0.73390542983367,-18.45226384004328
100016,2022-08-08,423.1925,-0.2901579552522904,-18.688881083839547
100016,2022-08-09,422.7537,-0.1036880379496341,-18.77319098767861
100016,2022-08-10,412.293,-2.4744195024194893,-20.78308299107252
100016,2022-08-11,418.6311,1.5372805262277025,-19.56529675241632
100016,2022-08-12,415.5307,-0.7406043172616616,-20.16099963724453
100016,2022-08-15,417.6036,0.4988560412022336,-19.76271796069944
100016,2022-08-16,417.4997,-0.0248800537160032,-19.78268103957108
100016,2022-08-17,422.3739,1.167473892795612,-18.846164783207485
100016,2022-08-18,424.1079,0.4105367306076468,-18.512998481345758
100016,2022-08-19,423.4485,-0.1554793013758826,-18.63969390201912
100016,2022-08-22,420.3416,-0.7337137810146888,-19.236645680135744
100016,2022-08-23,423.5281,0.7580739094108058,-18.62439976267184
100016,2022-08-24,416.803,-1.5878757513373976,-19.916543186345635
100016,2022-08-25,419.4003,0.6231481059397304,-19.417504642040274
100016,2022-08-26,415.5691,-0.9134948162888844,-20.15362155997147
100016,2022-08-29,420.401,1.1627187873208156,-19.22523271685398
100016,2022-08-30,421.2166,0.1940052473709652,-19.068525429772983
100016,2022-08-31,423.8348,0.6215804410367287,-18.565471213201835
100016,2022-09-01,424.3603,0.1239869873828292,-18.464502994269683
100016,2022-09-02,418.068,-1.4827730115187563,-19.67348933867834
100016,2022-09-05,415.1206,-0.7050049274280656,-20.23979519687168
100016,2022-09-06,417.805,0.6466554538608671,-19.72402148250165
100016,2022-09-07,418.6355,0.1987769413960949,-19.56445134772877
100016,2022-09-08,423.2368,1.099118445521241,-18.680369395735465
100016,2022-09-09,424.9639,0.4080694306355159,-18.348528842133728
100016,2022-09-12,421.5737,-0.7977618804797415,-18.999913153882098
100016,2022-09-13,418.8403,-0.6483801053054239,-19.525101602272432
100016,2022-09-14,419.437,0.142464801023201,-19.41045319839648
100016,2022-09-15,411.1759,-1.9695687314185475,-20.99771971299278
100016,2022-09-16,417.5046,1.5391709484918747,-19.78173956616905
100016,2022-09-19,419.3505,0.4421268651890297,-19.427073086003777
100016,2022-09-20,424.1319,1.1401917965997432,-18.50838718305009
100016,2022-09-21,418.4765,-1.3334059522521091,-19.59500119893756
100016,2022-09-22,423.3133,1.1558116166618726,-18.665670882418027
100016,2022-09-23,431.9494,2.040120166316539,-17.006352831951975
100016,2022-09-26,427.1671,-1.1071435682049824,-17.925211658591767
100016,2022-09-27,430.305,0.7345837261343302,-17.32230362017657
100016,2022-09-28,430.5313,0.0525906043387758,-17.27882291999704
100016,2022-09-29,424.9261,-1.3019262478709326,-18.355791636949405
100016,2022-09-30,426.9974,0.4874494647422178,-17.957817380290685
100016,2022-10-03,430.3701,0.7898642942556489,-17.309795473549595
100016,2022-10-04,428.3154,-0.477426289605154,-17.704580248887126
100016,2022-10-05,432.9656,1.0856952610155846,-16.811102776616405
100016,2022-10-06,426.8679,-1.4083566916170631,-17.982699177344376
100016,2022-10-07,421.495,-1.2586797929757698,-19.015034369543294
100016,2022-10-10,422.2208,0.1721965859618812,-18.87558102358524
100016,2022-10-11,422.5333,0.0740134072030551,-18.81553807702712
100016,2022-10-12,420.0881,-0.5786999509861168,-19.285352518383704
100016,2022-10-13,423.3166,0.7685292680273514,-18.66503682890238
100016,2022-10-14,425.5227,0.5211465839043417,-18.24116244681635
100016,2022-10-17,428.9765,0.8116605765097873,-17.577558194584487
100016,2022-10-18,428.7321,-0.0569728178583139,-17.624516582228665
100016,2022-10-19,431.2389,0.5847007956716999,-17.142866475246542
100016,2022-10-20,429.769,-0.340855150126762,-17.425289282113077
100016,2022-10-21,437.8501,1.8803357152330724,-15.87260750473426
100016,2022-10-24,434.9481,-0.6627839070951436,-16.43019032365165
100016,2022-10-25,443.3278,1.926597679125397,-14.820136309977606
100016,2022-10-26,443.6931,0.0823995246858055,-14.74994850716902
100016,2022-10-27,438.5694,-1.154784692392119,-15.734403052064629
100016,2022-10-28,444.122,1.2660710026737076,-14.667540763876918
100016,2022-10-31,444.8448,0.1627480737274922,-14.528663830205836
100016,2022-11-01,448.4277,0.8054269713841711,-13.84025463589188
100016,2022-11-02,453.5279,1.1373516845636369,-12.860315320577453
100016,2022-11-03,455.1164,0.3502540858015601,-12.555105014633185
100016,2022-11-04,452.9791,-0.4696161245782315,-12.96576034160497
100016,2022-11-07,457.1295,0.9162453631966772,-12.168313156341448
100016,2022-11-08,457.3685,0.0522827776374024,-12.1223923108138
100016,2022-11-09,460.3808,0.658615536487539,-11.543616733479244
100016,2022-11-10,451.9519,-1.8308539365672891,-13.16312390865939
100016,2022-11-11,453.9711,0.4467732075028152,-12.775160012050858
100016,2022-11-14,451.6546,-0.5102747729976542,-13.220246366296928
100016,2022-11-15,458.5248,1.5211181287647646,-11.900223801677267
100016,2022-11-16,461.2893,0.6029117727111011,-11.36905987924546
100016,2022-11-17,462.5046,0.2634572273841895,-11.135555261798768
100016,2022-11-18,464.7322,0.4816384528932182,-10.707549924989546
100016,2022-11-21,460.8957,-0.8255291972452117,-11.444685171294356
100016,2022-11-22,467.7825,1.4942209267736928,-10.12147312535352
100016,2022-11-23,476.316,1.824245242179856,-8.481868375101442
100016,2022-11-24,478.216,0.3988948513172108,-8.116807260028025
100016,2022-11-25,485.221,1.4648192448600603,-6.7708845699810505
100016,2022-11-28,483.0407,-0.4493416402010619,-7.189801806399244
100016,2022-11-29,479.9044,-0.6492827623013953,-7.792402424928058
100016,2022-11-30,480.3253,0.0877049679061103,-7.711531781067837
100016,2022-12-01,482.4201,0.4361211037603008,-7.309042294827961
100016,2022-12-02,480.9949,-0.2954271598550773,-7.582876558618823
100016,2022-12-05,483.5309,0.5272405175190009,-7.095616038710306
100016,2022-12-06,485.0894,0.3223165262034033,-6.796169855635615
100016,2022-12-07,481.0854,-0.825414861672924,-7.565488121295583
100016,2022-12-08,483.5409,0.5104083391431091,-7.093694664420436
100016,2022-12-09,487.4889,0.8164769515877524,-6.335136094783689
100016,2022-12-12,488.4785,0.2029994939371837,-6.1449968950591405
100016,2022-12-13,493.7241,1.073865072874236,-5.137120797570138
100016,2022-12-14,488.7036,-1.0168634668633825,-6.101746759794391
100016,2022-12-15,490.9778,0.4653536417575044,-5.664787818794414
100016,2022-12-16,486.1873,-0.97570602988567,-6.585222172351879
100016,2022-12-19,481.6822,-0.9266181983774492,-7.450820503676725
100016,2022-12-20,479.2566,-0.5035685354368602,-7.9168690514251905
100016,2022-12-21,475.5366,-0.7762021430690713,-8.631620287253128
100016,2022-12-22,473.4881,-0.430776516465825,-9.025213810530976
100016,2022-12-23,472.8386,-0.1371734580024264,-9.150007070657384
100016,2022-12-26,476.5883,0.7930190132531489,-8.429549353188548
100016,2022-12-27,475.4855,-0.2313946859375248,-8.641438509874321
100016,2022-12-28,469.1246,-1.337769500857544,-9.863605481911408
100016,2022-12-29,474.1097,1.062638795748505,-8.905781184673266
100016,2022-12-30,470.8654,-0.6842931076921577,-9.529132645532556
100016,2023-01-02,470.8644,-0.0002123749164861,-9.529324782961556
100016,2023-01-03,472.9663,0.4463917849809817,-9.12547112097587
100016,2023-01-04,474.0441,0.2278809293600803,-8.918385400014749
100016,2023-01-05,478.8877,1.02176147746591,-7.987748548978124
100016,2023-01-06,481.1631,0.4751427109111361,-7.550559043063377
100016,2023-01-09,477.7684,-0.7055196044750689,-8.202807973242166
100016,2023-01-10,487.2879,1.99249259683143,-6.3737557180098765
100016,2023-01-11,488.3757,0.2232355861904178,-6.164748622758898
100016,2023-01-12,487.9931,-0.0783413261552512,-6.238260403088935
100016,2023-01-13,492.4132,0.9057710037293498,-5.3889937532279
100016,2023-01-16,493.7523,0.2719464059858678,-5.131702522072745
100016,2023-01-17,495.7495,0.4044943183049598,-4.747965648901886
100016,2023-01-18,507.0277,2.27497960159313,-2.5810012973119134
100016,2023-01-19,506.06,-0.1908574225826242,-2.766932687341672
100016,2023-01-20,504.9042,-0.2283918902896919,-2.9890051277637
100016,2023-01-23,505.6844,0.1545243632356419,-2.8390995056688184
100016,2023-01-24,510.7491,1.0015535381356466,-1.865981069083389
100016,2023-01-25,504.268,-1.2689400725326871,-3.111242960084593
100016,2023-01-26,495.8578,-1.667803628229425,-4.7271571653427
100016,2023-01-27,493.5515,-0.4651131836587052,-5.170283717813129
100016,2023-01-30,486.7415,-1.3797952189386509,-6.47873960920784
100016,2023-01-31,485.1715,-0.3225531416573224,-6.780395372715864
100016,2023-02-01,487.5779,0.4959895624536914,-6.318035863603932
100016,2023-02-02,484.0122,-0.7313087816326336,-7.003140294139332
100016,2023-02-03,478.2065,-1.1994945581950245,-8.11863256560339
100016,2023-02-06,478.7459,0.1127964592702035,-8.014993636408342
100016,2023-02-07,482.6505,0.8155892301114243,-7.264773831189575
100016,2023-02-08,475.7347,-1.4328794852590088,-8.59355786257101
100016,2023-02-09,479.4358,0.7779756238088131,-7.882438024150906
100016,2023-02-10,483.1532,0.7753697158201511,-7.168186345638317
100016,2023-02-13,487.4872,0.8970239667252411,-6.335462728412966
100016,2023-02-14,493.0082,1.1325425570148262,-5.274671982981227
100016,2023-02-15,502.9354,2.013597339760276,-3.367285297951339
100016,2023-02-16,501.6171,-0.2621211392158984,-3.620580070583601
100016,2023-02-17,502.3612,0.1483402380022536,-3.477610609675108
100016,2023-02-20,500.7778,-0.3151915394739801,-3.781841014731546
100016,2023-02-21,501.045,0.053356997854137,-3.730501893706484
100016,2023-02-22,508.1265,1.4133461066371256,-2.369880690342085
100016,2023-02-23,502.3938,-1.1282033115769474,-3.471346929490171
100016,2023-02-24,498.8505,-0.7052833852646989,-4.152147481616275
100016,2023-02-27,505.2068,1.2741893613417157,-2.930864341752537
100016,2023-02-28,510.0352,0.9557274367645086,-2.0031479796364997
100016,2023-03-01,508.6667,-0.268314814350068,-2.266088051203852
100016,2023-03-02,512.7785,0.8083485708814786,-1.4760573706991795
100016,2023-03-03,514.5893,0.3531349305791798,-1.1281349142913344
100016,2023-03-06,521.7123,1.384210670528918,0.2404599923760075
100016,2023-03-07,522.3246,0.117363535419801,0.3581057401441434
100016,2023-03-08,527.3425,0.9606861327228212,1.322232145053004
100016,2023-03-09,540.0526,2.4102172686631507,3.7643180812080512
100016,2023-03-10,543.1889,0.5807397279450122,4.366918699736866
100016,2023-03-13,543.7057,0.0951418558074346,4.466215323036815
100016,2023-03-14,547.4632,0.6910907867988314,5.188171712451761
100016,2023-03-15,545.984,-0.2701916768104162,4.903962027495656
100016,2023-03-16,557.892,2.181016293517768,7.191934531861022
100016,2023-03-17,559.067,0.2106142407491074,7.417696010919572
100016,2023-03-20,558.0108,-0.1889219002373598,7.214760458424552
100016,2023-03-21,554.1991,-0.6830871373815661,6.482390220358592
100016,2023-03-22,559.8766,1.0244513208339745,7.5732504734266515
100016,2023-03-23,564.466,0.8197163446373557,8.455045990015009
100016,2023-03-24,562.2856,-0.3862765870752072,8.036109539853943
100016,2023-03-27,565.443,0.5615295856767233,8.642764258134328
100016,2023-03-28,558.258,-1.2706851088438498,7.262256830869895
100016,2023-03-29,559.4579,0.2149364630690486,7.492802531910203
100016,2023-03-30,561.9861,0.4519017427405902,7.97856437987261
100016,2023-03-31,570.8065,1.5695050108890607,9.6732933585008
100016,2023-04-03,567.2319,-0.626236736967789,8.986478904847406
100016,2023-04-04,561.1622,-1.070056179844614,7.820262352131047
100016,2023-04-05,557.0355,-0.7353845287512262,7.027368823934488
100016,2023-04-06,550.7921,-1.1208262310032246,5.827777999803252
100016,2023-04-07,557.6109,1.2379988747115211,7.13792470057304
100016,2023-04-10,565.5706,1.4274649222244309,8.667280994072968
100016,2023-04-11,567.4627,0.3345470927944349,9.03082422345738
100016,2023-04-12,573.9037,1.1350525770239983,10.268381403556235
100016,2023-04-13,574.8786,0.1698717049567699,10.455696183074693
100016,2023-04-14,574.693,-0.0322850772319638,10.420035476254895
100016,2023-04-17,573.3032,-0.2418334658678689,10.153002877450136
100016,2023-04-18,572.031,-0.2219070118569033,9.908565640294142
100016,2023-04-19,564.5669,-1.3048418704580511,8.474432656599706
100016,2023-04-20,566.1761,0.285032650692063,8.783620207323995
100016,2023-04-21,566.2668,0.0160197507453885,8.801047072133006
100016,2023-04-24,570.2955,0.7114490907819349,9.575111132288928
100016,2023-04-25,571.0606,0.1341585195745231,9.722115479206138
100016,2023-04-26,570.536,-0.0918641559232158,9.62132018396007
100016,2023-04-27,566.4614,-0.7141705343746807,8.838437015813705
100016,2023-04-28,567.1145,0.1152947049878339,8.963921970684453
100016,2023-05-01,571.1134,0.7051309744328327,9.732260335456576
100016,2023-05-02,565.6753,-0.952192681873676,8.687397782887786
100016,2023-05-03,566.404,0.1288194835447065,8.827408327389886
100016,2023-05-04,567.8622,0.2574487468308906,9.107583126337282
100016,2023-05-05,564.5686,-0.5799998661647265,8.474759290228961
100016,2023-05-08,561.939,-0.4657715643413329,7.969514706967362
100016,2023-05-09,563.3736,0.2552946138282053,8.245155062590692
100016,2023-05-10,558.0581,-0.943512440057548,7.223848558815571
100016,2023-05-11,560.0718,0.3608405648085844,7.610755699564707
100016,2023-05-12,555.9534,-0.7353342910676908,6.819456912028743
100016,2023-05-15,561.4787,0.99384228965953,7.881073848405107
100016,2023-05-16,573.4711,2.1358601849010395,10.185262751776891
100016,2023-05-17,569.4279,-0.7050398877990416,9.408412698900692
100016,2023-05-18,572.4122,0.5240874217789404,9.981808428223603
100016,2023-05-19,569.0487,-0.5876010329619041,9.335554185829189
100016,2023-05-22,574.5931,0.9743278562977188,10.40084094709921
100016,2023-05-23,568.5103,-1.058627400851142,9.232107394063128
100016,2023-05-24,571.2196,0.4765612865765156,9.7526653304149
100016,2023-05-25,567.1312,-0.7157317430984467,8.967130665748524
100016,2023-05-26,566.3889,-0.1308868212505309,8.824507052212205
100016,2023-05-29,561.5519,-0.8540068493573916,7.895138308206895
100016,2023-05-30,565.9312,0.7798566793202788,8.736565750965308
100016,2023-05-31,562.059,-0.6842174455128136,7.992571198445697
100016,2023-06-01,565.0931,0.5398187734739768,8.575535371732146
100016,2023-06-02,563.6716,-0.2515514700144217,8.30241201642854
100016,2023-06-05,563.3934,-0.0493549790338887,8.248959383684639
100016,2023-06-06,564.4191,0.1820575107908562,8.446034744595554
100016,2023-06-07,560.929,-0.6183525681537017,7.775455903691508
100016,2023-06-08,562.2606,0.2373918980833611,8.031306104129277
100016,2023-06-09,570.1945,1.411071663210972,9.555705251961344
100016,2023-06-12,566.5874,-0.6326086975584566,8.862646331865932
100016,2023-06-13,572.7685,1.090934955489664,10.05026699417133
100016,2023-06-14,580.6856,1.38225129349816,11.57143823319644
100016,2023-06-15,576.8184,-0.6659713965698533,10.828404367821754
100016,2023-06-16,569.7576,-1.2240940996334326,9.471760409237362
100016,2023-06-19,571.5717,0.318398561072275,9.820316919160875
100016,2023-06-20,569.1125,-0.4302522325720481,9.347812553798484
100016,2023-06-21,578.8674,1.7140547782731996,11.222093959814083
100016,2023-06-22,579.3439,0.0823159155274533,11.313647444725916
100016,2023-06-23,575.5565,-0.6537395146475111,10.58594614618431
100016,2023-06-26,570.057,-0.9555100150897444,9.529286355475788
100016,2023-06-27,575.8598,1.017933294389839,10.64422142839576
100016,2023-06-28,573.262,-0.4511167475138911,10.145086815375915
100016,2023-06-29,573.7795,0.0902728595302049,10.244517934876177
100016,2023-06-30,578.9351,0.8985333215982827,11.235101663756453
100016,2023-07-03,576.7654,-0.3747743054446029,10.8182210840855
100016,2023-07-04,576.8293,0.0110790279721939,10.830498665797704
100016,2023-07-05,577.0426,0.0369780106523665,10.87148157940041
100016,2023-07-06,580.8301,0.6563640188783415,11.599202091684925
100016,2023-07-07,584.1654,0.5742298823700809,12.240038058581938
100016,2023-07-10,583.3333,-0.1424425342548496,12.080160503922688
100016,2023-07-11,583.962,0.1077771490158419,12.200957305526195
100016,2023-07-12,582.3508,-0.275908363900379,11.89138547994395
100016,2023-07-13,575.1079,-1.2437348759545053,10.49975329554118
100016,2023-07-14,576.7133,0.2791476173427787,10.808210724035328
100016,2023-07-17,586.7206,1.7352296192926442,12.730987617126988
100016,2023-07-18,582.4661,-0.7251322009147132,11.913538925506018
100016,2023-07-19,578.8072,-0.6281738971590012,11.210527286589112
100016,2023-07-20,574.6758,-0.7137782667527293,10.41673071247633
100016,2023-07-21,578.6584,0.693016827922821,11.181937237156014
100016,2023-07-24,581.2514,0.4481054798478601,11.68014959051673
100016,2023-07-25,580.7388,-0.0881890348995328,11.581659944418488
100016,2023-07-26,576.3533,-0.755158773617326,10.739041249600367
100016,2023-07-27,577.1207,0.133147498244579,10.886487512604235
100016,2023-07-28,569.5056,-1.3194986767932737,9.423341777132888
100016,2023-07-31,570.5207,0.1782423210588302,9.618380481296596
100016,2023-08-01,575.2193,0.8235634570314287,10.52115740513022
100016,2023-08-02,569.2005,-1.046348757769422,9.364720647549271
100016,2023-08-03,561.849,-1.291548408689025,7.952222338358639
100016,2023-08-04,570.0239,1.4549994749478934,9.522926606576345
100016,2023-08-07,567.2493,-0.4867515204187156,8.989822096111745
100016,2023-08-08,573.2563,1.058970015476457,10.1439916320307
100016,2023-08-09,572.7737,-0.0841857298384818,10.051266108802048
100016,2023-08-10,572.2513,-0.0912053049921701,9.950893515899772
100016,2023-08-11,574.7646,0.4391951577916941,10.433792516170293
100016,2023-08-14,570.5953,-0.7253926216054363,9.632713933498938
100016,2023-08-15,571.5572,0.1685783251281547,9.817530926440575
